June,0.002127659574468085
June,0.003448275862068966
August,0.005
June,0.003947368421052633
June,0.0033898305084745766
August,0.00625
August,0.006122448979591837
August,0.00425531914893617
August,0.0040650406504065045
June,0.0033333333333333335
August,0.003921568627450981
June,0.003260869565217392
June,0.003398058252427185
August,0.003763440860215054
June,0.0035087719298245615
June,0.0033582089552238806
June,0.0035842293906810036
June,0.003703703703703704
August,0.0034334763948497857
August,0.0033210332103321034
June,0.003858520900321544
June,0.0037790697674418604
August,0.0031645569620253164
July,0.002564102564102564
July,0.0024390243902439024
July,0.002419354838709678
July,0.0024096385542168677
July,0.002380952380952381
July,0.0025531914893617024
July,0.002508960573476703
July,0.0025806451612903226
July,0.0027272727272727275
July,0.0028169014084507044
July,0.002887139107611549
July,0.002816901408450705
July,0.002754237288135593
July,0.002880658436213992
July,0.0028517110266159697
July,0.0028169014084507044
July,0.002777777777777778
July,0.002735562310030395
July,0.002818991097922849
July,0.0028208744710860366
July,0.0028767123287671234
July,0.002883355176933159
July,0.0028785982478097627
July,0.002846975088967972
July,0.002880184331797235
July,0.002888888888888889
July,0.0028969957081545067
July,0.0028895768833849334
July,0.002926337033299698
July,0.002967359050445104
July,0.002998065764023211
July,0.0029547553093259467
July,0.002912621359223301
July,0.002931034482758621
July,0.0029863481228668944
July,0.003043110735418428
July,0.0030402629416598193
July,0.003066989507667474
July,0.003105095541401274
July,0.0030816640986132513
July,0.00310841546626232
July,0.0031088082901554407
July,0.003120464441219158
July,0.0030964109781843776
July,0.0030716723549488053
July,0.003085177733065057
July,0.0030921052631578947
July,0.003082851637764933
July,0.003105196451204056
July,0.0031269543464665416
July,0.003128834355828221
July,0.003153426318981201
July,0.0031946955997588914
July,0.003159742539496782
July,0.0031847133757961785
July,0.003172804532577904
July,0.0031986531986531986
July,0.0031885651456844423
July,0.0032082653616095705
July,0.003189792663476874
July,0.003200419727177335
July,0.0032091097308488614
July,0.003191489361702128
July,0.0031730292513634114
July,0.0031691857630424185
July,0.0031594064145524176
July,0.0031559114460668865
July,0.0031321971441731922
July,0.0031306715063520872
July,0.003113879003558719
